Geneid,EBY_1,EBY_2,EBY_3,EBY-U_1,EBY-GNSR_1,EBY-GNSR_2,EBY-GNHR_1,EBY-GNHR_2,EBY-GNHR_3,EBY-GNUR_1,EBY-GNUR_2,EBY-GNUR_3,JGI_annotation,KEGG_annotation,Metabolic_Summary
jgi|Sacce1|2352|YGL212W,26.07,25.33,26.86,36.58,22.53,19.68,38.25,34.41,34.76,41.22,44.73,45.78,,"K08502 regulator of vacuolar morphogenesis | (RefSeq) VAM7, VPL24, VPS43; Vam7p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 30
}
])"
jgi|Sacce1|2353|YGL211W,87.39,88.34,84.07,39.61,66.84,59.28,51.91,43.21,41.75,56.9,60.77,56.21,,"K14168 cytoplasmic tRNA 2-thiolation protein 1 [EC:2.7.7.-] | (RefSeq) NCS6, TUC1, YGL210W-A; Ncs6p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 27
}
])"
jgi|Sacce1|2354|YGL210W,95.35,96.69,98.5,63.85,81.25,78.02,68.78,57.8,68.63,82.04,73.8,76.22,,K07905 Ras-related protein Rab-11B | (RefSeq) YPT32; Rab family GTPase YPT32,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 22
}
])"
jgi|Sacce1|2355|YGL209W,49.27,77.23,50.09,13.97,39.53,37.74,23.23,18.63,10.26,40.89,56.27,31.54,,"K09467 zinc-finger protein CreA/MIG | (RefSeq) MIG2, MLZ1; Mig2p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 20
}
])"
jgi|Sacce1|2356|YGL208W,9.58,11.88,10.82,161.44,29.84,26.62,143.75,123.15,156.06,149.09,100.44,158.13,,"no KO assigned | (RefSeq) SIP2, SPM2; Sip2p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 17
}
])"
jgi|Sacce1|2357|YGL207W,77.71,82.41,83.81,61.64,74.69,80.18,46.35,56.83,55.26,59.46,49.98,57.33,,"K25639 FACT complex subunit SPT16 | (RefSeq) SPT16, CDC68, SSF1; chromatin-remodeling protein SPT16",Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2358|YGL206C,78.58,81.32,86.86,71.16,75.31,83.24,51.27,66.18,67.88,53.6,50.69,50.21,,"K04646 clathrin heavy chain | (RefSeq) CHC1, SWA5; clathrin heavy chain",Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2359|YGL205W,1.09,1.37,1.38,110.04,12.64,12.47,95.89,113.93,126.53,24.64,19.37,23.3,Acyl-CoA oxidase,"K00232 acyl-CoA oxidase [EC:1.3.3.6] | (RefSeq) POX1, FOX1; acyl-CoA oxidase",Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|235|YBL008W,20.92,19.61,21.04,6.6,13.25,14.27,6.44,6.4,6.03,13.58,13.15,14.17,,K11293 protein HIRA/HIR1 | (RefSeq) HIR1; Hir1p,Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2360|YGL204C,78.52,68.32,78.49,26.12,56.82,51.36,22.03,21.92,25.59,30.35,32.31,29.52,,no KO assigned | (RefSeq) uncharacterized protein,Skipped (Web scraping error: 403 Client Error: Forbidden for url: https://scholar.google.com/scholar?q=jgi%7CSacce1%7C2360%7CYGL204C+metabolic+synthesis+role&hl=en&as_sdt=0&as_vis=1&oi=scholart)
jgi|Sacce1|2361|YGL203C,52.74,54.66,55.31,61.72,43.47,42.94,60.37,62.8,56.65,46.05,52.54,51.48,Carboxypeptidase D,K01288 carboxypeptidase D [EC:3.4.16.6] | (RefSeq) KEX1; serine-type carboxypeptidase,Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2362|YGL202W,230.77,227.72,238.25,274.02,478.65,509.23,209.01,221.86,197.3,133.14,119.92,148.08,Transaminases (aminotransferases),K00838 aromatic amino acid aminotransferase I / 2-aminoadipate transaminase [EC:2.6.1.57 2.6.1.39 2.6.1.27 2.6.1.5] | (RefSeq) ARO8; bifunctional 2-aminoadipate transaminase/aromatic-amino-acid:2-oxoglutarate transaminase,Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2363|YGL201C,27.17,28.76,28.65,7.51,17.93,17.07,6.37,6.53,6.27,10.25,11.99,11.18,Adenosinetriphosphatase,K02542 DNA replication licensing factor MCM6 [EC:5.6.2.3] | (RefSeq) MCM6; MCM DNA helicase complex subunit MCM6,Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2364|YGL200C,472.47,450.17,441.0,161.66,392.94,388.81,198.88,190.52,182.02,309.05,295.36,314.74,,"K20347 p24 family protein beta-1 | (RefSeq) EMP24, BST2; Emp24p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 42
}
])"
jgi|Sacce1|2365|YGL199C,2.3,2.49,2.27,2.64,1.72,1.12,2.69,2.35,4.31,2.43,1.24,2.56,,,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 39
}
])"
jgi|Sacce1|2366|YGL198W,68.11,64.18,63.74,84.4,76.4,69.19,99.95,78.43,76.45,98.73,95.73,105.77,,K22943 protein YIPF6 | (RefSeq) YIP4; Yip4p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 35
}
])"
jgi|Sacce1|2367|YGL197W,16.39,19.07,19.93,40.83,18.21,19.06,36.39,46.12,44.43,28.95,23.88,31.27,,no KO assigned | (RefSeq) MDS3; Mds3p,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 32
}
])"
jgi|Sacce1|2368|YGL196W,64.28,61.89,63.21,118.36,57.21,58.57,146.46,137.96,145.7,203.52,226.73,195.37,,K20498 D-serine ammonia-lyase [EC:4.3.1.18] | (RefSeq) DSD1; D-serine ammonia-lyase DSD1,Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2369|YGL195W,65.87,69.44,71.01,14.98,49.18,53.4,13.13,18.43,14.08,22.68,21.54,21.43,,"no KO assigned | (RefSeq) GCN1, AAS103, NDR1; Gcn1p","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 26
}
])"
jgi|Sacce1|236|YBL007C,38.87,42.99,41.63,73.83,53.84,56.46,72.43,69.93,77.66,52.72,47.67,48.17,,K20046 actin cytoskeleton-regulatory complex protein SLA1 | (RefSeq) SLA1; cytoskeletal protein-binding protein SLA1,Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2370|YGL194C-A,32.89,35.41,30.22,30.2,44.55,41.53,22.16,28.08,22.08,32.27,32.12,32.42,,no KO assigned | (RefSeq) uncharacterized protein,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 20
}
])"
jgi|Sacce1|2371|YGL194C,30.18,28.73,26.88,29.22,26.11,24.06,21.01,17.98,20.27,33.51,35.8,36.52,Acetylspermidine deacetylase,"K11483 histone deacetylase HOS2 [EC:3.5.1.98] | (RefSeq) HOS2, RTL1; histone deacetylase HOS2","Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 15
}
])"
jgi|Sacce1|2372|YGL193C,35.07,33.45,29.42,118.23,45.5,47.68,120.66,116.84,113.23,105.74,90.69,93.92,,no KO assigned | (RefSeq) uncharacterized protein,"Skipped (Gemini API Error: 429 You exceeded your current quota, please check your plan and billing details. For more information on this error, head to: https://ai.google.dev/gemini-api/docs/rate-limits. [violations {
  quota_metric: ""generativelanguage.googleapis.com/generate_content_free_tier_input_token_count""
  quota_id: ""GenerateContentInputTokensPerModelPerMinute-FreeTier""
  quota_dimensions {
    key: ""model""
    value: ""gemma-3-27b""
  }
  quota_dimensions {
    key: ""location""
    value: ""global""
  }
  quota_value: 15000
}
, links {
  description: ""Learn more about Gemini API quotas""
  url: ""https://ai.google.dev/gemini-api/docs/rate-limits""
}
, retry_delay {
  seconds: 13
}
])"
jgi|Sacce1|2373|YGL192W,0.1,0.23,0.17,0.29,0.32,0.12,0.38,0.32,0.32,0.54,0.65,0.41,,"K05925 mRNA m6A methyltransferase catalytic subunit [EC:2.1.1.348] | (RefSeq) IME4, SPO8; mRNA (N6-adenosine)-methyltransferase",Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2374|YGL191W,442.78,450.8,432.95,3161.21,726.38,698.15,3517.41,3328.88,3315.87,3438.83,3628.57,3253.89,Cytochrome-c oxidase,K02266 cytochrome c oxidase subunit 6a | (RefSeq) COX13; cytochrome c oxidase subunit VIa,Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2375|YGL190C,56.32,64.63,66.21,104.89,70.58,74.31,67.83,91.57,84.7,69.39,68.46,82.51,Serine/threonine specific protein phosphatase,"K04354 serine/threonine-protein phosphatase 2A regulatory subunit B | (RefSeq) CDC55, TMR4; protein phosphatase 2A regulatory subunit CDC55",Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2376|YGL189C,3605.57,3510.43,3319.33,559.1,2667.6,2504.34,777.62,699.12,573.62,1284.13,1444.38,1493.31,,"K02976 small subunit ribosomal protein S26e | (RefSeq) RPS26A, RPS26; ribosomal 40S subunit protein S26A","Skipped (Web scraping error: HTTPSConnectionPool(host='www.kegg.jp', port=443): Read timed out.)"
jgi|Sacce1|2377|YGL188C-A,98.54,96.8,103.61,29.27,41.74,38.02,21.18,21.92,16.45,45.34,46.59,27.56,,no KO assigned | (RefSeq) uncharacterized protein,Skipped (Gemini API Error: 500 An internal error has occurred. Please retry or report in https://developers.generativeai.google/guide/troubleshooting)
jgi|Sacce1|2378|YGL188C,10.74,9.14,9.89,48.57,20.4,16.31,61.11,62.69,51.38,73.83,77.01,70.62,,,Skipped (Web scraping error: 403 Client Error: Forbidden for url: https://scholar.google.com/scholar?q=jgi%7CSacce1%7C2378%7CYGL188C+metabolic+synthesis+role&hl=en&as_sdt=0&as_vis=1&oi=scholart)
